id	type	longitude	latitude	elevation1	1000	0.0	0.0	0.0
117	100	0.0	0.0	0.0
2	1000	0.0	0.0	0.0
87	100	0.0	0.0	0.0
3	1000	0.0	0.0	0.0
74	100	0.0	0.0	0.0
4	1000	0.0	0.0	0.0
233	100	0.0	0.0	0.0
5	1000	0.0	0.0	0.0
165	100	0.0	0.0	0.0
6	1000	0.0	0.0	0.0
213	100	0.0	0.0	0.0
7	1000	0.0	0.0	0.0
253	100	0.0	0.0	0.0
8	1000	0.0	0.0	0.0
411	100	0.0	0.0	0.0
9	1000	0.0	0.0	0.0
379	100	0.0	0.0	0.0
395	100	0.0	0.0	0.0
10	1000	0.0	0.0	0.0
338	100	0.0	0.0	0.0
362	100	0.0	0.0	0.0
11	1000	0.0	0.0	0.0
309	100	0.0	0.0	0.0
12	1000	0.0	0.0	0.0
275	100	0.0	0.0	0.0
13	1000	0.0	0.0	0.0
262	100	0.0	0.0	0.0
14	1000	0.0	0.0	0.0
257	100	0.0	0.0	0.0
15	1000	0.0	0.0	0.0
254	100	0.0	0.0	0.0
16	1000	0.0	0.0	0.0
263	100	0.0	0.0	0.0
17	1000	0.0	0.0	0.0
276	100	0.0	0.0	0.0
18	1000	0.0	0.0	0.0
322	100	0.0	0.0	0.0
348	100	0.0	0.0	0.0
19	1000	0.0	0.0	0.0
364	100	0.0	0.0	0.0
380	100	0.0	0.0	0.0
20	1000	0.0	0.0	0.0
397	100	0.0	0.0	0.0
21	1000	0.0	0.0	0.0
412	100	0.0	0.0	0.0
413	100	0.0	0.0	0.0
22	1000	0.0	0.0	0.0
414	100	0.0	0.0	0.0
415	100	0.0	0.0	0.0
23	1000	0.0	0.0	0.0
416	100	0.0	0.0	0.0
24	1000	0.0	0.0	0.0
266	100	0.0	0.0	0.0
267	100	0.0	0.0	0.0
25	1000	0.0	0.0	0.0
268	100	0.0	0.0	0.0
269	100	0.0	0.0	0.0
26	1000	0.0	0.0	0.0
273	100	0.0	0.0	0.0
274	100	0.0	0.0	0.0
27	1000	0.0	0.0	0.0
302	100	0.0	0.0	0.0
303	100	0.0	0.0	0.0
28	1000	0.0	0.0	0.0
304	100	0.0	0.0	0.0
29	1000	0.0	0.0	0.0
308	100	0.0	0.0	0.0
337	100	0.0	0.0	0.0
30	1000	0.0	0.0	0.0
340	100	0.0	0.0	0.0
